Position,"Track Name",Artist,Streams,URL
96,"Steady 1234 (feat. Jasmine Thompson & Skizzy Mars)",Vice,4752132,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA
97,"Some Kind Of Drug",G-Eazy,4703198,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF
98,"Too Good",Drake,4691255,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew
99,"Work from Home","Fifth Harmony",4650148,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb
100,"Dile Que Tu Me Quieres",Ozuna,4625724,https://open.spotify.com/track/7eWjKYlhZyM8kPz6JJ35aN
101,"Kelly Price (feat. Travis Scott)",Migos,4579765,https://open.spotify.com/track/204U3zjm9kkzX25Pr4Rdld
102,"La Bicicleta","Carlos Vives",4538490,https://open.spotify.com/track/43it4kot08akLzFIEMhXNN
103,"Love Yourself","Justin Bieber",4481167,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
104,Traicionera,"Sebastian Yatra",4452504,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT
105,History,"Olivia Holt",4442121,https://open.spotify.com/track/3QmOiZF7IzJJkHnahh5Ea0
106,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne",4408238,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB
107,"No Heart","21 Savage",4403649,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO
108,Cake,"Flo Rida",4400263,https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t
109,Sorry,"Justin Bieber",4376604,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ
110,"Not Going Home",DVBBS,4362231,https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61
111,"Chill Bill","Rob $tone",4328195,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp
