Position,"Track Name",Artist,Streams,URL
72,"Don't Look Down","Martin Garrix",922407,https://open.spotify.com/track/5M9jOReAKGZ2AttVefFjTY
73,"Bang Bang","Jessie J",921600,https://open.spotify.com/track/3SaIsrEzrQGDcG1jCeaK8q
74,"Crash And Burn","Thomas Rhett",910724,https://open.spotify.com/track/7IAWwCJwJyDze679B3bSGP
75,"Throw Sum Mo","Rae Sremmurd",894172,https://open.spotify.com/track/5uqphUYsR45kPYplrYSAQh
76,"F*ck Up Some Commas",Future,893775,https://open.spotify.com/track/6e5zkH95rNF8em5vd2bwbU
77,"Headlights (feat. Ilsey)","Robin Schulz",893669,https://open.spotify.com/track/06Hdbxh6NCy6TIhjdXTchB
78,"Kick The Dust Up","Luke Bryan",888361,https://open.spotify.com/track/4LaKcWRqoZKnN626xheqM2
79,"One Last Time","Ariana Grande",878629,https://open.spotify.com/track/2OlWBmSjf1aUPGLNf0UI5A
80,"I'm Not The Only One","Sam Smith",867377,https://open.spotify.com/track/1VbhR6D6zUoSTBzvnRonXO
81,7/11,Beyoncé,852659,https://open.spotify.com/track/02M6vucOvmRfMxTXDUwRXu
82,"Girl Crush","Little Big Town",847072,https://open.spotify.com/track/11qh54D0PKkBwelpDxxiEU
83,"John Cougar, John Deere, John 3:16","Keith Urban",846705,https://open.spotify.com/track/1MLiJQozVUdCCNudp1cDbn
84,"0 To 100 / The Catch Up",Drake,845820,https://open.spotify.com/track/4jtyUzZm9WLc2AdaJ1dso7
85,"Pullin Up (feat. The Weeknd)","Meek Mill",845406,https://open.spotify.com/track/1oxRy7LzzzV9g6oaWoFON5
86,Everyday,"A$AP Rocky",843492,https://open.spotify.com/track/2N3U8uTYhjX2KwGT0pf5x0
87,Only,"Nicki Minaj",835951,https://open.spotify.com/track/4MRT0dDbhqFKl67WzhUbSw
88,Sangria,"Blake Shelton",835205,https://open.spotify.com/track/0p1HtkrNYxv0iDfEKwXSTp
89,"Love Me Like You Mean It","Kelsea Ballerini",822785,https://open.spotify.com/track/0knbW9EwgSLfNFMWys1mQm
90,L$D,"A$AP Rocky",822232,https://open.spotify.com/track/4S7YHmlWwfwArgd8LfSPud
91,"Feeling Myself","Nicki Minaj",821013,https://open.spotify.com/track/5fyIGoaaKelzdyW8ELhYJZ
92,"King Kunta","Kendrick Lamar",810735,https://open.spotify.com/track/0N3W5peJUQtI4eyR6GJT5O
93,"No Type","Rae Sremmurd",810691,https://open.spotify.com/track/6wb6zxkNTBtcYVkXcvNyJp
94,21,"Hunter Hayes",793880,https://open.spotify.com/track/4amvcCLMlTiU6mQfwFGRl8
95,Ayo,"Chris Brown",793655,https://open.spotify.com/track/0k6DnZMLoEUH8NGD5zh2SE
96,Alright,"Kendrick Lamar",792345,https://open.spotify.com/track/3iVcZ5G6tvkXZkZKlMpIUs
97,"Real Life","Jake Owen",789672,https://open.spotify.com/track/5NUvj4WX2tAQGxOF4CWJ7I
98,"How Many Times","DJ Khaled",786214,https://open.spotify.com/track/3uqez7AQId9NZ15UF9QW9M
99,"I Want You To Know",Zedd,778598,https://open.spotify.com/track/19RevBdb9MKUaBIvxSbGd4
100,"Stressed Out","Twenty One Pilots",777966,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
101,"Five More Hours - Deorro x Chris Brown",Deorro,754841,https://open.spotify.com/track/6YwLgicpvVuMt1eE2OldwQ
102,"Hold Me Down",Halsey,749689,https://open.spotify.com/track/0xkRMasLtvGqw7AUli6b0e
103,"Lay Me Down","Sam Smith",748893,https://open.spotify.com/track/5Nbe9vDQ1YJdreVIlhZEpP
104,"All Day","Kanye West",745391,https://open.spotify.com/track/79reBHqpRoWXaQbjBBY3UC
105,Chandelier,Sia,744028,https://open.spotify.com/track/4VrWlk8IQxevMvERoX08iC
