Position,"Track Name",Artist,Streams,URL
17,"Shut Up and Dance","WALK THE MOON",7682681,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
18,Photograph,"Ed Sheeran",7250474,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL
19,"Thinking Out Loud","Ed Sheeran",7122421,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
20,"Uptown Funk","Mark Ronson",7054227,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
21,"Watch Me (Whip / Nae Nae)",Silentó,6825343,https://open.spotify.com/track/5RIVoVdkDLEygELLCniZFr
22,Sugar,"Maroon 5",6808399,https://open.spotify.com/track/5eWgDlp3k6Tb5RD8690s6I
23,"You Know You Like It - DJ Snake Remix",AlunaGeorge,6683891,https://open.spotify.com/track/4HfykP9fjZZJC3WBwFArb4
24,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding",6605758,https://open.spotify.com/track/7y2YUIyCuVhBidENVT0068
25,"El Perdón","Nicky Jam",6587958,https://open.spotify.com/track/4Ld3RS6KBXGsvtfmnjxlVl
26,"How Deep Is Your Love","Calvin Harris",6361058,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s
27,Firestone,Kygo,6067175,https://open.spotify.com/track/2sNvitW3TxiTeC9xT9f2ZZ
28,"Five More Hours - Deorro x Chris Brown",Deorro,5916614,https://open.spotify.com/track/6YwLgicpvVuMt1eE2OldwQ
29,"Headlights (feat. Ilsey)","Robin Schulz",5834400,https://open.spotify.com/track/06Hdbxh6NCy6TIhjdXTchB
30,"679 (feat. Remy Boyz)","Fetty Wap",5745676,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ
31,"I Really Like You","Carly Rae Jepsen",5503912,https://open.spotify.com/track/6YhDHby2eVeENKJNa7C2z6
32,"GDFR (feat. Sage The Gemini & Lookas)","Flo Rida",5457219,https://open.spotify.com/track/26rdOwwjC2UnweK3xeS58u
33,King,"Years & Years",5343866,https://open.spotify.com/track/4SNtBMJa7Wpk1tJzMSUv9B
34,Fun,Pitbull,5275477,https://open.spotify.com/track/6Zo3wgDE076K2AuiGZF3CS
35,"Take Me To Church",Hozier,5190262,https://open.spotify.com/track/7dS5EaCoMnN7DzlpT6aRn2
36,"Bitch Better Have My Money",Rihanna,5169348,https://open.spotify.com/track/5lnsCyEKWofnC00U4Ax0ti
37,"Talking Body","Tove Lo",5085576,https://open.spotify.com/track/2tpfxAXiI52znho4WE3XFA
